uniprot,gene_name,bnum,cog_class
P23862,priC,b0467,INFORMATION STORAGE AND PROCESSING
P07648,recC,b2822,INFORMATION STORAGE AND PROCESSING
Q2A0K9,sbcB,b2011,INFORMATION STORAGE AND PROCESSING
P0AG76,sbcD,b0398,INFORMATION STORAGE AND PROCESSING
P14294,topB,b1763,INFORMATION STORAGE AND PROCESSING
P0A8P6,xerC,b3811,INFORMATION STORAGE AND PROCESSING
P0A8P8,xerD,b2894,INFORMATION STORAGE AND PROCESSING
P75828,ybjD,b0876,INFORMATION STORAGE AND PROCESSING
P05050,alkB,b2212,INFORMATION STORAGE AND PROCESSING
P28905,holC,b4259,INFORMATION STORAGE AND PROCESSING
P24230,recG,b3652,INFORMATION STORAGE AND PROCESSING
P0AAR8,ybaV,b0442,INFORMATION STORAGE AND PROCESSING
P75952,comR,b1111,INFORMATION STORAGE AND PROCESSING
P0ACS9,acrR,b0464,INFORMATION STORAGE AND PROCESSING
P0A6D0,argR,b3237,INFORMATION STORAGE AND PROCESSING
Q47083,cbl,b1987,INFORMATION STORAGE AND PROCESSING
P06966,dicA,b1570,INFORMATION STORAGE AND PROCESSING
P0AFW0,rfaH,b3842,INFORMATION STORAGE AND PROCESSING
P0ACS7,rpiR,b4089,INFORMATION STORAGE AND PROCESSING
P0ACS2,soxR,b4063,INFORMATION STORAGE AND PROCESSING
P36673,treR,b4241,INFORMATION STORAGE AND PROCESSING
P39161,uxuR,b4324,INFORMATION STORAGE AND PROCESSING
P75989,ycgE,b1162,INFORMATION STORAGE AND PROCESSING
P77615,ycjW,b1320,INFORMATION STORAGE AND PROCESSING
P67660,yhaJ,b3105,INFORMATION STORAGE AND PROCESSING
P36995,cspB,b1557,INFORMATION STORAGE AND PROCESSING
P0A978,cspG,b0990,INFORMATION STORAGE AND PROCESSING
P0A9G4,cueR,b0487,INFORMATION STORAGE AND PROCESSING
Q47129,feaR,b1384,INFORMATION STORAGE AND PROCESSING
P64638,feoC,b3410,INFORMATION STORAGE AND PROCESSING
P30128,greB,b3406,INFORMATION STORAGE AND PROCESSING
P05827,ilvY,b3773,INFORMATION STORAGE AND PROCESSING
P03023,lacI,b0345,INFORMATION STORAGE AND PROCESSING
Q46864,mqsA,b3021,INFORMATION STORAGE AND PROCESSING
P77245,murR,b2427,INFORMATION STORAGE AND PROCESSING
P07026,sdiA,b1916,INFORMATION STORAGE AND PROCESSING
P64616,yhcO,b3239,INFORMATION STORAGE AND PROCESSING
P39334,bdcR,b4251,INFORMATION STORAGE AND PROCESSING
P0AEM4,flgM,b1071,INFORMATION STORAGE AND PROCESSING
P0AD01,dcuR,b4124,INFORMATION STORAGE AND PROCESSING
P0AFT5,yehT,b2125,INFORMATION STORAGE AND PROCESSING
P0AE39,ypdB,b2381,INFORMATION STORAGE AND PROCESSING
P0ACM9,yihL,b3872,INFORMATION STORAGE AND PROCESSING
P0A9W0,ulaR,b4191,INFORMATION STORAGE AND PROCESSING
P52598,ygbI,b2735,INFORMATION STORAGE AND PROCESSING
P75974,cohE,b1145,INFORMATION STORAGE AND PROCESSING
Q46802,ygeV,b2869,INFORMATION STORAGE AND PROCESSING
P0A6M4,dtd,b3887,INFORMATION STORAGE AND PROCESSING
P0AFW2,rmf,b0953,INFORMATION STORAGE AND PROCESSING
P09155,rnd,b1804,INFORMATION STORAGE AND PROCESSING
P0A7Q1,rpmI,b1717,INFORMATION STORAGE AND PROCESSING
P0A7Q6,rpmJ,b3299,INFORMATION STORAGE AND PROCESSING
P77398,arnA,b2255,INFORMATION STORAGE AND PROCESSING
P0ABT5,dusB,b3260,INFORMATION STORAGE AND PROCESSING
P33371,dusC,b2140,INFORMATION STORAGE AND PROCESSING
P42596,rlmG,b3084,INFORMATION STORAGE AND PROCESSING
P08245,yciH,b1282,INFORMATION STORAGE AND PROCESSING
P76273,rsmF,b1835,INFORMATION STORAGE AND PROCESSING
P75817,rumB,b0859,INFORMATION STORAGE AND PROCESSING
P0AGJ7,trmL,b3606,INFORMATION STORAGE AND PROCESSING
P55135,rlmD,b2785,INFORMATION STORAGE AND PROCESSING
P24224,acpS,b2563,METABOLISM
P0ABG1,cdsA,b0175,METABOLISM
P0C7L2,paaJ,b1397,METABOLISM
P0A8Z0,yciA,b1253,METABOLISM
P0AFY6,sbmA,b0377,METABOLISM
P0AFS3,folM,b1606,METABOLISM
P0A9H5,btuR,b1270,METABOLISM
P0AC16,folB,b3058,METABOLISM
P0A6X1,hemA,b1210,METABOLISM
P09126,hemD,b3804,METABOLISM
P22939,ispA,b0421,METABOLISM
P0AD57,ispB,b3187,METABOLISM
P60720,lipB,b0630,METABOLISM
P32173,mobA,b3857,METABOLISM
P32125,mobB,b3856,METABOLISM
P76085,paaK,b1398,METABOLISM
P52062,yggW,b2955,METABOLISM
P0AE76,cobU,b1993,METABOLISM
P38051,menF,b2265,METABOLISM
P36566,smtA,b0921,METABOLISM
P31550,thiB,b0068,METABOLISM
P75804,yliI,b0837,METABOLISM
P46859,gntK,b3437,METABOLISM
P21517,malZ,b0403,METABOLISM
P0AGC0,uhpT,b3666,METABOLISM
P0A6L7,uxaB,b1521,METABOLISM
P42904,agaV,b3133,METABOLISM
P69791,chbA,b1736,METABOLISM
P23522,garL,b3126,METABOLISM
P0A7B3,nadK,b2615,METABOLISM
P37678,sgbH,b3581,METABOLISM
P58035,sgcB,b4565,METABOLISM
P0AB58,yciM,b1280,METABOLISM
P33029,yeiQ,b2172,METABOLISM
Q46891,ygbM,b2739,METABOLISM
Q6BEX0,ytfR,b4485,METABOLISM
P00936,cyaA,b3806,METABOLISM
P69910,gadB,b1493,METABOLISM
P51020,mhpE,b0352,METABOLISM
P24207,pheP,b0576,METABOLISM
P0AAV4,ybgJ,b0711,METABOLISM
P27837,yifK,b3795,METABOLISM
P63340,yqeG,b2845,METABOLISM
P77425,allC,b0516,METABOLISM
P77304,dtpA,b1634,METABOLISM
P0ACV6,mpaA,b1326,METABOLISM
P0AFK6,potC,b1124,METABOLISM
P0AFT2,yecS,b1918,METABOLISM
Q46803,ygeW,b2870,METABOLISM
P39384,yjiM,b4335,METABOLISM
P0AEF8,dppB,b3543,METABOLISM
P0AEG1,dppC,b3542,METABOLISM
P0AFA9,nikC,b3478,METABOLISM
P37127,aegA,b2468,METABOLISM
P39337,yjgM,b4256,METABOLISM
P0A710,yciB,b1254,CELLULAR PROCESSES AND SIGNALING
P69346,yefM,b2017,CELLULAR PROCESSES AND SIGNALING
P0A6S5,ftsB,b2748,CELLULAR PROCESSES AND SIGNALING
P52097,tilS,b0188,CELLULAR PROCESSES AND SIGNALING
P32177,fdhD,b3895,METABOLISM
P11349,narH,b1225,METABOLISM
P11350,narI,b1227,METABOLISM
P0AFE4,nuoK,b2279,METABOLISM
P0AFE8,nuoM,b2277,METABOLISM
P0AFF0,nuoN,b2276,METABOLISM
P76081,paaE,b1392,METABOLISM
P77252,ykgE,b0306,METABOLISM
P68699,atpE,b3737,METABOLISM
P0ABJ6,cyoD,b0429,METABOLISM
P52073,glcE,b4468,METABOLISM
P37182,hybD,b2993,METABOLISM
P42632,tdcE,b3114,METABOLISM
Q46801,xdhC,b2868,METABOLISM
P77561,ydeP,b1501,METABOLISM
Q46861,ygiQ,b4469,METABOLISM
P77783,ynfF,b1588,METABOLISM
P33607,nuoL,b2278,METABOLISM
P13656,chiA,b3338,
P0ABR1,dinI,b1061,
P77609,flxA,b1566,
P52006,nudI,b2251,
P43337,nudL,b1813,
P0ADA7,osmB,b1283,
P37590,pmrD,b2259,
P76062,racR,b1356,
P0A8U0,syd,b2793,
P77221,yahG,b0321,
P77562,yaiW,b0378,
P0AAX3,ybiJ,b0802,
P0AAY6,ybjN,b0853,
P76001,ycgJ,b1177,
P0AB49,ychH,b1205,
P21365,yciC,b1255,
P77588,ydeQ,b1502,
P0ACX5,ydhZ,b1675,
P0AD07,yecF,b1915,
P0AD37,yfeC,b2398,
P27238,yfeD,b2399,
P76537,yfeY,b2432,
P76575,yfgJ,b2510,
P0AD44,yfhG,b2555,
P65294,ygdR,b2833,
P64594,yhaV,b3130,
P37613,yhhK,b3459,
Q2M7X4,yicS,b4555,
P32160,yiiQ,b3920,
P32685,yjbD,b4023,
P0AF82,yjfN,b4188,
P56614,ymdF,b4518,
P75992,ymgA,b1165,
Q7DFV3,ymgG,b1172,
P76172,ynfD,b1586,
P64490,yoaC,b1810,
Q47710,yqjK,b3100,
P64610,yrbL,b3207,
P0AGF4,xylE,b4031,
P0A843,tatE,b0627,
P68567,rsmJ,b3497,
Q6E0U3,cgtA,,
P36930,gatR,,
P77293,yfdH,,
P0ACV0,htrB,,
P61887,rmlA,,
P0A890,tusA,,
P45531,tusC,,
P36667,wbbL,,
P0AC78,wecA,,
P76164,ydfW,,
P38506,ygdG,,
Q46810,ygfJ,,
